id,en,jp,trans
16,,私達は……いい。<br>お礼は、スツルムに言って。,我们，没关系。感谢之辞，之后说给斯特姆听吧。
17,,ははっ！　違ぇねぇ！,哈哈！没错！
18,,確かにオレ達をここまで連れてきたのは、<br>紛れもなく<br>あの嬢ちゃんだからなぁ、おい。,确实，执意把我们带到这里的毫无疑问是那个小姑娘啊。
19,,うん……そうだね。,嗯…好吧。
20,,あー……どうしよ。<br>なんかスツルム殿の顔、<br>正面から見れそうにないなぁ……,啊——咋整呢。现在我可不想正面看斯特姆阁下的脸呢……
21,,少しくらい恥ずかしくたって、<br>それは皆に<br>心配させた罰だと思いなさいな。,就算会感到难为情，你也得把它当做是让大家担心的惩罚。
22,,ははっ……<br>返す言葉もないや。,哈哈……这倒是无从辩驳呢。
23,,<span class='scene-font-katari'>そう言うとドランクは</span><br><span class='scene-font-katari'>気恥ずかしそうに頭をかく。</span>,<span class='scene-font-katari'>德朗克这么说着，不好意思地低下了头。</span>
24,,さぁて……<br>それはそうと、<br>参ったことになったなぁ、おい……,那么……这件事先放一放，现在的情况可不容乐观啊。
25,,あ……見たんだ？　この砦の外。,哦……你看到了吗？这个据点外面的情况。
26,,見た、っていうか、<br>あたし達、<br>あそこを通ってきたんだけど……,与其说是看到了……我们就是从那过来的。
27,,どうしてあの人達は……<br>ううん、あの人達だけじゃない……<br>どうしてあたし達も大丈夫だったの？,那些人为什么……不，不仅仅是那些人……为什么我们一点事也没有啊？
28,,詳しいことは、<br>僕にもわかんないんだけどねぇ～……,具体的情况我也不太了解啊~
29,,ほら、ここの偉い人が、<br>あの黄金の騎士サマみたいだからさ、<br>それでなんじゃない？,你看，这里的老大好像是那位金骑士大人耶，原因不就在于此吗？
30,,う～ん……<br>七曜の騎士、か……,嗯……七曜骑士吗……
31,,とにかくいまは、<br>姬塔さん達に、<br>望みをかけるしかないわ……,总而言之，现在只能期待姬塔他们的表现了。
32,,もし……いいえ、きっとね。<br>きっと姬塔さん達は<br>無事だわ。,如果……不，肯定……姬塔他们肯定会平安无事的。
33,,だから……<br>アタシ達の囚われているこの砦にも、<br>きっとたどり着くことが出来る。,所以，他们也一定能找来我们被囚禁的这个据点。
34,,姬塔達だけじゃない……<br>スツルムもいる。<br>だから……きっと大丈夫。,不只是姬塔……斯特姆也在。所以，一定没问题的。
37,,<span class='scene-font-katari'>一方その頃、姬塔達は、</span><br><span class='scene-font-katari'>見知らぬ少年を前に、</span><br><span class='scene-font-katari'>ただひたすら驚いていた。</span>,<span class='scene-font-katari'>另一方面，面对眼前的陌生少年，姬塔等人只是震惊不已。</span>
38,,…………,…………
39,,どういうことなんだ……<br>私達は、確かにあの雪原で、<br>遭難しかけていたハズだが……,这是怎么回事？我们确实是在那片雪原遇难了吧。
40,,そうですね……<br>それを僕達が見つけて、<br>この集落にお連れしたんです。,是的……然后我们找到了你们，然后把你们带到村里来了。
41,,集落……？<br><span class='scene-font-place'>白風の境</span>に、人が住んでるなんざ、<br>聞いたことねぇぞ……,村子……？我可从来没有听说过<span class='scene-font-place'>白风之境</span>这里还住着人呢…
42,,その通りです。<br>表向きは、そうなっています。,是这样的。明面上确实如此。
43,,ですが、実際は違う……,但实际上不是……
44,,人が住まう地ではないからこそ、<br>この<span class='scene-font-place'>白風の境</span>には、僕達のような者が、<br>身を潜めることが出来るんです……,正是因为此地无人居住，我们这样的人才能潜伏在这个<span class='scene-font-place'>白风之境</span>。
45,,<span class='scene-font-katari'>少年は言葉とは裏腹に、</span><br><span class='scene-font-place'>白風の境</span><span class='scene-font-katari'>に恨みでもあるかのように</span><br><span class='scene-font-katari'>語気を強める。</span>,<span class='scene-font-katari'>少年的话语之中，似乎还夹杂着对这个</span><span class='scene-font-place'>白风之境</span><span class='scene-font-katari'>的怨恨。</span>
46,,<span class='scene-font-katari'>しかし、それは一瞬のことであり、</span><br><span class='scene-font-katari'>すぐさま少年は花のような笑顔を咲かせ、</span><br><span class='scene-font-katari'>姬塔達に向き直る。</span>,<span class='scene-font-katari'>但这个神情转瞬即逝，少年很快又向姬塔等人展露出花儿似的微笑。</span>
47,,そういえば、<br>自己紹介がまだでしたね。,说起来，我还没有自我介绍呢。
48,,僕は……,我叫做……
49,,<span class='scene-font-katari'>不意に、ハッとした様子で、</span><br><span class='scene-font-katari'>少年は言葉を区切る。</span>,<span class='scene-font-katari'>忽然，少年中断了自己的介绍。</span>
50,,えーっと……<br>ぼ、僕はその……<br>ハ……ハル？　です？,嗯……我，我…叫做…哈、哈尔？
51,,なんで疑問形なんだよ……,为什么是疑问句啊。
52,,い、いえ！　その……<br>あまり自分から、<br>人に名乗ることが無かったというか……,啊，不是的！\n那个……该说是因为\n很少在人前说出自己的名字吧……
53,,っていうか、これ、<br>ホントは本名じゃない、っていうか……,说起来，这也不是我的本名……
54,,おい……<br>なにか聞こえてるぞ……,喂……俺们能听到哦……
55,,だ、だだ大丈夫ですっ！<br>大丈夫！　僕はハルですっ！,没、没关系！没关系！我就是哈尔！
56,,ふふっ……ハルさんですね！<br>私はルリアです！,呵呵……是哈尔吧，我叫露莉亚！
57,,まぁ……<br>聞けばここには<br>隠れ住んでいるそうじゃないか。,嗯……你之前说是偷偷住在这的吧。
58,,助けてもらった恩もある。<br>私達も必要以上に<br>詮索しようとは思わないさ。,我们欠你一份恩情，所以我们也不会过度深究这里的情况。
59,,恩だなんてそんな……<br>先にご恩を受けたのは、<br>僕達のほうですから。,恩情什么的……其实，先得到帮助的是我们这边啊。
60,,うん……？<br>それ、どーいう……,嗯……？什么意思？
61,,<span class='scene-font-katari'>ビィが問おうとした瞬間、</span><br><span class='scene-font-katari'>部屋にノックの音が響き渡る。</span>,<span class='scene-font-katari'>就在碧想要一问究竟时，房间外响起了敲门的声音。</span>
63,,失礼いたします、殿下。<br>お客様のお食事をお持ち致しました。,打扰了，殿下。我带来了给各位客人准备的食物。
64,,ありがとう。<br>ちょうど、貴女の話を<br>しようとしていたところです。,谢谢，正好聊到了有关于你的事情。
65,,あっ……<br>えっと、もしかして、<br>魔物に襲われていた……？,啊……那个，难道那个被魔物袭击的人，就是……？
66,,<span class='scene-font-katari'>起き上がっている</span><br><span class='scene-font-katari'>姬塔達を見て、</span><br><span class='scene-font-katari'>女性は安堵したように表情を緩める。</span>,<span class='scene-font-katari'>看到姬塔等人已经起身，这位女性显得十分安心，表情缓和了下来。</span>
67,,嗚呼……<br>お目覚めになっていたのですね。,啊！各位终于醒了呢。
68,,お気づきの通り、エオニオ山脈の中腹で、<br>魔物に襲われていたところを<br>救っていただいた者です。,你们可能已经注意到了，我就是在艾欧尼欧山脉半山腰被你们从魔物手中救出的那个人。
69,,その節は、<br>本当にありがとうございました。,关于此事，真的万分感激！
70,,そして、あの場では<br>何も告げず立ち去ってしまい、<br>大変申し訳ありませんでした……,我也为自己在那时不辞而别一事感到由衷地抱歉。
71,,<span class='scene-font-katari'>そう言うと女性は、</span><br><span class='scene-font-katari'>申し訳なさそうに深々と頭を下げる。</span>,<span class='scene-font-katari'>女性这样说着，满怀歉意地低下了头。</span>
72,,そうか……<br>貴女もまた、<br>この集落に隠れ住んでいるのですね？,是这样啊，你也是秘密住在这个村落的人吧。
73,,<span class='scene-font-katari'>カタリナの言葉に、</span><br><span class='scene-font-katari'>女性は神妙な様子で頷く。</span>,<span class='scene-font-katari'>对于卡塔莉娜的话，女性毕恭毕敬地点了点头。</span>
74,,彼女は、なんというか……<br>僕の世話係のような人なんです。,她是……该怎么说呢……她是照顾我的人。
75,,だから……<br>僕同様、身分を<br>明かすわけにはいかなくて……,所以……和我一样，她也不能坦白自己的身份……
76,,なるほどなぁ……<br>だからあの時、<br>すぐにどっか行っちまったのか。,原来如此，所以那个时候她才马上离开了啊。
77,,私達や殿下がここに住んでいることは<br>本来、<br>誰にも知られてはなりませんから……,我们和殿下住在这里的事情，本来是不能被任何人知道的……
78,,<span class='scene-font-katari'>姬塔達が、</span><br><span class='scene-font-katari'>それぞれ納得した様子を見せるのを、</span><br><span class='scene-font-katari'>ハルは確認する。</span>,<span class='scene-font-katari'>哈尔确认了大家都欣然接受的样子。</span>
79,,<span class='scene-font-katari'>すると今度は、</span><br><span class='scene-font-katari'>身を乗り出すようにして、</span><br><span class='scene-font-katari'>姬塔達に質問を投げかける。</span>,<span class='scene-font-katari'>于是这次轮到哈尔探出身子询问姬塔他们了。</span>
80,,それで……<br>姬塔さん達は、<br><span class='scene-font-place'>白風の境</span>で、いったいなにを……？,那么，姬塔，你们在<span class='scene-font-place'>白风之境</span>这里做什么呢？
81,,この<span class='scene-font-place'>白風の境</span>が、<br>非常に危険な場所であることは、<br>貴方達もご存知のはずです。,你们应该充分了解，<span class='scene-font-place'>白风之境</span>是十分危险的地方。
82,,俺達はある男を探して、<br>ここまで来たんだが……,我们是为了寻找某位男子来到这里的。
83,,その途中で、<br>ヘンな星晶獣に出くわして、<br>雪崩に巻き込まれちまってよ……,但是途中杀出了一个奇怪的星晶兽，我们都被卷入到雪崩中了。
84,,<span class='scene-font-katari'>姬塔達は、</span><br><span class='scene-font-katari'>ここに至るまでの状況を、</span><br><span class='scene-font-katari'>かいつまんで説明する。</span>,<span class='scene-font-katari'>姬塔等人将到此地后的经历讲述了一遍。</span>
90,,なるほど……<br>他にもお仲間がいらっしゃるんですね。,原来如此，你们还有其他伙伴分散在此地呢。
91,,はい……<br>だから、<br>すぐにでも探しに行かないと……,是的，所以我们要尽快找到他们。
92,,そうだな……<br>心苦しいが、早々にここを出て、<br>早く合流を……,确实，虽然很对不住，但是我们得赶紧离开这里与同伴汇合了。
93,,どうやって……<br>探すおつもりなんですか？,你们……打算怎样寻找同伴呢？
94,,ドランクの居場所ならわかる。<br>この珠の光が、<br>あいつの居場所を示してるからな。,德朗克所在的地方是知道的。这个珠子的光芒就指向他所在的地点。
95,,では……<br>その方以外の、他の方々は……？,那么，那位先生以外的人呢？
96,,<span class='scene-font-katari'>ハルに問われ、</span><br><span class='scene-font-katari'>姬塔達は、</span><br><span class='scene-font-katari'>皆一様に口籠る。</span>,<span class='scene-font-katari'>对于哈尔的提问，众人一齐陷入了沉默。</span>
96-sel1_txt,,<span class='scene-font-katari'>気合で見つける</span>,打起干劲去找
96-sel2_txt,,<span class='scene-font-katari'>きっと見つかる</span>,一定能找到的
97,,気合では……<br>残念ながら、<br>見つけられないと思います。,只有干劲的话……很抱歉，我认为是找不到的。
98,,ここ、<span class='scene-font-place'>白風の境</span>は、<br>それだけ広く、過酷な地です。,<span class='scene-font-place'>白风之境</span>就是如此广阔、残酷的地方。
99,,何の当てもなく探すのは、<br>いくらなんでも危険過ぎます。,毫无线索就去寻找，不管怎么说都太过危险了。
100,,<span class='scene-font-place'>白風の境</span>の寒さは、<br>ただ居るだけでも体力を奪っていきます。,在<span class='scene-font-place'>白风之境</span>，只是身处此地就会被寒冷夺去体力。
101,,闇雲に探していたのでは、<br>いたずらに体力を消耗するだけです。,盲目的寻找只会无谓地浪费体力。
102,,この<span class='scene-font-place'>白風の境</span>には、<br>強力な魔物が数多く生息しています。,在这<span class='scene-font-place'>白风之境</span>中，栖息着众多强大的魔物。
103,,そして、<span class='scene-font-place'>ノース・ヴァスト</span>の<br>一地域とはいえ<br><span class='scene-font-place'>白風の境</span>はあまりに広大です……,即使只是<span class='scene-font-place'>诺斯·瓦斯特</span>的一部分，这个<span class='scene-font-place'>白风之境</span>也过于辽阔了……
104,,<span class='scene-font-katari'>ハルは苦しげに、</span><br><span class='scene-font-katari'>しかし、ハッキリと告げる。</span>,<span class='scene-font-katari'>虽然觉得有些过意不去，但是哈尔还是直截了当地指出：</span>
105,,正直に言って……<br>いま、このままお仲間を探しに行くのは、<br>自殺行為です。,恕我直言，你们就这样出去寻找同伴，与自杀无异。
106,,だから……,所以……
107,,だから……なんだ？,所以…怎么了？
108,,っ……,唔……
109,,<span class='scene-font-katari'>スツルムは刺すような視線をハルに向け、</span><br><span class='scene-font-katari'>部屋の出口へと歩いていく。</span>,<span class='scene-font-katari'>斯特姆以锐利的目光瞟了一眼哈尔，然后向着房屋的出口走去。</span>
110,,だから……<br>はい、そうですか、なんて、<br>言えるわけがないだろ。,所以……“好，就听你的吧”，这种话我怎么可能说出口。
111,,こいつらに<br>ドランクの救出を依頼したのは、<br>あたしなんだ……,请求他们去救出德朗克的人是我。
112,,依頼主には<br>依頼の顛末を見守る権利がある。,委托者理应见证委托的整个始末。
113,,そして、<br>あたしが依頼したのは、<br>ここに居る奴らだけじゃない……,而且我所请求的不光是在场的这些人。
114,,ここに居ない、<br>こいつらの仲間全員に依頼をした……<br>全員揃っての騎空団に依頼をしたんだ。,还有不在这里的……我拜托的是他们所有人，我的请求，是向他们一整个骑空团提出的。
115,,誰一人……<br>あたしの依頼で<br>欠けさせたりなんてするものか……！,不管是谁……我都不可能让他在我的这次委托中遭遇不测！
116,,<span class='scene-font-katari'>そう言い残すと、</span><br><span class='scene-font-katari'>スツルムは振り返ることなく、</span><br><span class='scene-font-katari'>部屋を出ていったのだった。</span>,<span class='scene-font-katari'>留下这句话后，斯特姆头也不回地离开了这间屋子。</span>
117,,…………,…………
118,,すまないな……<br>君の親切には、本当に、<br>心から感謝する……,对不起……对于你的好意相劝，我由衷表示感谢。
119,,だが、<br>はぐれた仲間を放っておくことは<br>出来ないんだ。,但是，我们不可能置失散的同伴于不顾。
120,,それが騎空団、ってやつなんだよ。<br>理詰めじゃ動けねぇ、馬鹿の集まりさ。,这就是骑空团啊——一帮讲不通道理的笨蛋的集合体。
121,,ま、なんだかんだと、<br>それがいいところでもあるんだけどな。,但不管怎么说，我觉得这样也挺好的。
122,,さっさとイオ達と合流して、<br>依頼もすぐに終わらせちまおーぜ！<br>なぁ！　姬塔！,赶紧和伊欧他们汇合，搞定这次的委托吧，姬塔！
123,,<span class='scene-font-katari'>それぞれ立ち上がり、</span><br><span class='scene-font-katari'>仲間達は皆一様に、</span><br><span class='scene-font-katari'>部屋の出口へと向かっていく。</span>,<span class='scene-font-katari'>众人都站起身来，一齐向门口走去。</span>
124,,ハルさん……<br>助けてくれて、<br>本当にありがとうございました。,哈尔……\n非常感谢你此次的搭救！
125,,でも私達……行きます。<br>だって……皆が待ってるから。,但是我们该出发了，我们的同伴还在等着呢。
126,,…………,…………
132,,<span class='scene-font-katari'>秘密の集落を抜け出し、</span><br><span class='scene-font-katari'>姬塔達は、</span><br><span class='scene-font-katari'>再び</span><span class='scene-font-place'>白風の境</span><span class='scene-font-katari'>へと飛び出していく。</span>,<span class='scene-font-katari'>离开了这个秘密村庄后，姬塔等人再次踏上了</span><span class='scene-font-place'>白风之境</span><span class='scene-font-katari'>的雪原。</span>
133,,<span class='scene-font-katari'>そしてそれは、</span><br><span class='scene-font-katari'>過酷な環境、巨大な魔物達との、</span><br><span class='scene-font-katari'>再びの戦いの始まりを意味するのだった。</span>,<span class='scene-font-katari'>而这意味着他们又要重新面对严酷的环境、巨大的魔物和一连串的战斗。</span>
info,,1,scene_cp77_q1_s10
,,,
